,Children,Age,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
482,7,53,23413.1,Male,No,11.38306511,11,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),5.709925704,172.45785700000002,1091.10126,4,4,4,3,4,4,3,3
483,1,84,11957.82,Male,No,9.818276662,10,0,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Bank Transfer(automatic),3.956375328,137.48359399999998,891.9472856000001,5,6,4,5,2,5,4,6
484,5,33,31250.41,Male,Yes,14.32006623,13,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Mailed Check,1.033067819,167.45641899999998,538.1168657000001,2,2,4,5,3,4,1,1
485,3,29,9487.91,Female,No,10.02701706,14,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Electronic Check,2.206152519,127.49576599999999,497.90426950000005,3,3,4,4,3,2,2,4
486,7,87,13533.47,Female,Yes,12.67439697,16,2,1,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,3.820262172,287.642733,1115.476658,4,4,3,4,4,4,4,4
487,3,34,46533.08,Female,Yes,11.95689175,4,2,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),2.640977982,167.45641899999998,522.7315686000001,3,2,4,3,2,2,3,3
488,3,34,47946.16,Female,No,16.23914454,12,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),5.6226609860000005,164.98894099999998,961.5888385,6,5,4,2,4,5,4,2
489,1,28,14393.72,Male,Yes,12.55052929,16,3,0,Yes,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,1.634394387,242.632554,883.9008134,3,1,3,3,2,3,2,3
490,2,68,4102.64,Male,Yes,13.71586929,13,2,1,No,Month-to-month,No,No,None,No,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,2.012075635,130.00641399999998,565.3167155,4,4,3,3,3,4,4,3
491,0,26,11249.18,Male,Yes,8.90345193,14,0,1,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),10.06913982,257.63748,2062.605873,4,5,3,2,4,2,5,3
492,0,61,18684.74,Male,No,11.70304454,14,1,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Bank Transfer(automatic),6.9353357860000004,129.977753,1197.080651,4,5,3,4,4,4,4,5
493,4,79,75276.52,Male,No,3.602721856,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,15.56741347,232.622804,1972.725118,5,5,4,5,3,3,4,5
494,1,49,78129.73,Female,No,5.21028807,8,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),12.75071284,182.46760700000002,1427.3215380000001,4,3,3,1,5,3,3,2
495,3,85,97761.18,Female,Yes,9.442505655,11,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,8.573785357,220.132293,1218.1244869999998,5,5,5,4,3,4,5,5
496,0,25,20789.86,Male,Yes,2.760749024,16,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),13.86188691,252.63780699999998,1874.789062,5,5,6,4,3,5,5,3
497,0,19,34038.71,Male,Yes,13.249156900000001,11,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,Bank Transfer(automatic),10.77929667,142.452604,1806.007164,4,5,4,4,4,6,3,3
498,0,28,16051.94,Female,No,13.4911859,15,0,0,No,One year,No,No,DSL,Yes,No,Yes,No,No,No,No,No,No,Electronic Check,16.88097916,94.972827,1939.600904,3,3,2,4,3,3,5,4
499,0,86,24266.04,Male,Yes,7.779828792999999,15,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,16.92163398,210.105118,2275.888923,1,2,2,4,3,2,3,2
500,0,54,28712.86,Female,No,10.68579941,13,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Credit Card (automatic),11.91663193,92.455141,1372.385193,5,4,5,4,5,5,4,5
501,2,28,18966.81,Male,Yes,9.905787776,16,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Mailed Check,2.81822785,194.969934,785.6266383,3,4,3,3,3,4,6,3
502,2,25,67530.44,Male,No,11.62388139,14,1,0,Yes,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,5.100566529,129.977753,1226.343895,4,4,3,4,4,4,2,4
503,4,81,38866.92,Female,Yes,12.19296315,10,1,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),4.806882153,242.62805699999998,1047.361909,3,4,3,3,3,2,3,2
504,2,89,44314.39,Male,Yes,6.892345443,15,1,0,No,Two Year,No,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,5.658327457,197.48762,893.5446642,3,2,3,4,3,3,3,3
505,0,62,26929.55,Female,Yes,8.482252615,14,0,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Electronic Check,2.6495251580000003,242.61063199999998,1210.047397,4,4,3,4,2,4,5,3
506,1,31,50643.95,Female,No,9.179212931,10,1,2,No,One year,No,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,18.76976086,139.93491799999998,2329.912456,4,3,4,3,4,3,4,4
507,3,48,4803.58,Female,No,9.321060468999999,10,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),13.04542381,112.455141,1163.4075050000001,4,3,3,5,3,4,3,3
508,1,22,21278.71,Male,Yes,13.24354261,7,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,1.5341921330000001,182.490006,736.9303356,4,4,4,4,4,3,3,3
509,0,22,16874.68,Female,No,14.7376853,11,0,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,No,No,Yes,No,Mailed Check,9.039309605,149.988989,1134.880009,3,3,4,1,5,2,2,4
510,2,20,20314.7,Female,No,7.766411993999999,10,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Electronic Check,10.15330548,107.49576599999999,1561.294194,3,3,4,4,3,4,5,3
511,1,58,146494.7,Male,No,9.256391341,14,2,0,No,One year,No,No,DSL,Yes,No,No,No,No,No,No,No,No,Credit Card (automatic),8.792119046,92.455141,1216.325478,3,3,3,3,4,4,3,4
512,0,81,28908.4,Male,Yes,8.27152774,13,0,1,No,One year,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,1.5425568790000002,225.145743,1192.502878,1,3,4,3,3,3,3,3
513,0,26,159315.5,Female,Yes,10.08608649,13,0,1,Yes,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,13.65776694,232.62402999999998,2140.402985,4,5,3,4,3,5,4,4
514,0,89,47370.85,Male,Yes,6.964656883,10,0,1,No,One year,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,5.165404738,207.638588,867.2394016000001,4,3,2,4,3,5,4,5
515,1,59,59158.79,Male,Yes,7.514067308,15,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,13.17859958,175.133074,1581.016214,2,3,2,2,3,2,3,1
516,0,75,39802.79,Male,Yes,3.2627200610000004,16,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),1.557206083,242.62805699999998,724.6774743,4,3,4,4,4,4,4,3
517,5,35,50195.66,Female,No,13.69828326,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Electronic Check,7.226076469,184.964681,1123.971139,3,5,4,4,2,5,3,4
518,1,28,52946.65,Male,No,8.363844619,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Electronic Check,20.91720893,182.443347,2633.809472,4,4,3,3,2,5,3,4
519,3,48,7681.82,Female,Yes,11.34885042,10,0,0,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,7.228526307,117.485813,967.7426094000001,2,2,3,5,2,3,3,5
520,1,29,17876.13,Male,No,11.81880212,13,0,1,No,Two Year,Yes,No,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,20.43854626,139.99788999999998,2101.3440739999996,3,4,4,3,4,3,2,3
521,0,62,21795.58,Female,Yes,8.661233766,13,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),2.9158273639999996,149.937833,862.3199149000001,1,3,2,4,4,3,3,4
522,1,43,5192.16,Female,No,7.423384386,10,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Mailed Check,9.709171662000001,157.469817,921.1401066,4,3,4,4,3,3,4,4
523,0,66,60897.92,Female,No,8.827647599,13,2,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),1.939549257,152.51044199999998,752.1641496,6,5,6,3,5,5,5,4
524,3,56,35939.37,Male,Yes,12.48417719,12,1,0,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),1.502124145,139.99788999999998,522.7806578,3,4,3,1,4,3,3,3
525,0,73,24091.33,Male,Yes,10.56592379,10,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,1.9063684769999998,139.951231,736.161108,3,1,2,4,4,3,4,3
526,4,21,41209.8,Male,Yes,11.60110678,17,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,15.60605339,117.439154,2148.889242,5,5,5,2,4,4,3,5
527,1,48,26695.46,Male,Yes,19.07180624,10,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,2.0843964130000003,235.137219,1304.999684,5,5,3,4,4,4,3,3
528,0,82,14185.42,Male,No,12.13702885,9,2,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),1.781895205,149.977753,292.47317369999996,4,5,5,3,2,4,5,5
529,0,22,12765.41,Male,Yes,8.088906499,17,1,0,Yes,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),2.050742411,149.991327,655.3814577,2,2,3,3,5,2,2,3
530,3,34,11386.53,Male,No,10.16305189,11,2,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,Yes,Yes,No,No,Bank Transfer(automatic),2.447649309,149.97755,660.0908172999999,3,3,5,1,4,3,3,2
531,2,56,56131.21,Male,No,10.14030426,16,3,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,10.81997919,172.45674499999998,1655.780173,4,4,3,2,4,3,4,3
532,2,25,50560.17,Male,Yes,7.823058882000001,9,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,8.650238791,137.439154,1090.76661,4,5,5,2,4,3,3,3
533,0,44,24202.12,Nonbinary,No,10.36003643,14,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Electronic Check,8.878536605,197.49445500000002,1136.118286,2,3,3,7,1,3,4,3
534,1,59,1668.97,Male,No,11.24744549,8,2,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),2.359067126,204.96103300000001,673.2665835,3,3,3,4,3,3,4,3
535,0,63,36973.83,Female,No,8.503805868999999,9,4,1,Yes,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,6.811759674,162.48269399999998,831.1303039,4,5,3,3,4,3,4,4
536,1,76,17218.09,Female,Yes,14.78936522,10,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),5.207179461,159.964152,729.541703,4,4,5,2,3,6,5,5
537,4,41,34228.9,Female,No,14.24429679,13,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,9.450195459,169.974105,1163.701618,3,2,2,3,3,3,2,3
538,4,25,31159.95,Female,No,6.027816542,15,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),10.6312597,129.959755,1720.1671820000001,5,5,5,4,3,4,4,2
539,1,40,21654.51,Female,No,10.4766784,11,0,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,3.564836875,119.989722,626.5880936000001,4,4,2,2,5,3,3,3
540,0,77,36121.33,Male,No,8.397331803,15,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),1.8158362259999998,179.947583,369.7619068,3,3,3,4,4,4,3,3
541,4,20,76136.04,Male,No,12.166356500000001,8,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,8.932053698999999,167.45641899999998,1197.180331,4,4,3,3,3,3,5,2
542,0,53,20957.58,Male,Yes,9.133118524,7,0,0,Yes,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,7.349620762000001,240.11486800000003,1164.240281,3,3,3,5,4,3,5,4
543,0,36,33559.74,Male,Yes,13.04068054,11,3,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Bank Transfer(automatic),14.71424943,194.976769,1651.4241769999999,4,4,4,4,3,4,4,5
544,0,86,30142.44,Female,Yes,10.43511467,11,0,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),7.073151031,245.14696899999998,1489.301457,4,5,3,5,3,4,4,5
545,1,59,21663.69,Male,No,12.35764261,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No,Credit Card (automatic),1.597765127,139.987503,775.0343206,4,4,3,3,4,4,2,3
546,3,26,12924.08,Male,Yes,12.33031848,16,1,1,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),8.054118994,197.483972,1808.311421,5,4,5,4,2,5,3,4
547,3,61,67021.35,Male,No,18.30717385,9,0,1,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,14.96135055,190.173699,1942.4522129999998,3,2,2,4,1,5,6,3
548,3,27,31006.39,Female,Yes,14.35467948,7,2,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Mailed Check,22.76986341,197.470195,2847.700412,4,4,3,4,4,5,4,3
549,2,53,28580.25,Female,Yes,9.431168696,10,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic Check,2.519975147,149.974105,908.4356313999999,4,4,5,2,5,4,1,3
550,1,32,23706.94,Male,Yes,11.27381764,14,1,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,5.915247686,204.97968400000002,973.4512832999999,6,5,4,4,3,6,6,5
551,0,60,49693.17,Male,No,10.93898196,12,1,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),7.793733508,152.50217800000001,1097.7031550000002,3,2,4,4,2,4,4,2
552,3,25,77622.97,Male,Yes,6.464103552,6,1,1,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),20.44846104,225.131966,2936.746847,3,4,2,5,3,4,3,3
553,3,52,86411.28,Female,Yes,5.772344438999999,10,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),10.40161068,202.636202,1883.962411,3,3,5,3,3,4,4,4
554,10,32,46353.07,Female,No,11.17925847,14,4,1,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),11.40192641,127.460067,1808.501398,2,2,2,4,2,3,3,3
555,1,88,62359.81,Female,No,10.26897415,15,0,0,Yes,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Credit Card (automatic),7.604093453,162.48269399999998,844.8711719,2,4,3,3,5,3,3,2
556,0,59,19942.74,Female,No,10.11933502,8,1,1,Yes,Two Year,No,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,12.85397739,104.962874,1215.114995,4,4,4,4,2,4,4,4
557,1,54,51203.14,Female,Yes,8.776451212000001,13,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),1.4109712369999998,169.937833,382.5347203,3,3,2,5,3,3,4,3
558,3,83,10818.08,Male,Yes,9.011401399,16,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,8.874920206,159.93491799999998,1043.790368,4,3,4,4,3,4,3,5
559,0,88,33165.9,Male,No,10.91857997,14,2,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),6.013261132,217.47019500000002,851.1414085000001,5,5,3,7,2,6,4,4
560,1,68,25819.56,Female,Yes,7.298432417999999,12,1,0,Yes,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),9.306233406,245.14696899999998,1762.075547,3,2,2,4,3,2,4,2
561,0,38,21806.2,Male,Yes,13.40423523,11,0,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,4.902104963999999,177.48762,1350.716866,4,3,2,4,4,4,3,4
562,3,23,28082.45,Female,Yes,9.879567236,11,1,1,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,1.894776657,162.465269,1052.0420789999998,5,5,4,4,4,3,3,4
563,3,55,69662.99,Male,No,7.3294786489999995,10,2,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),5.204111135,147.45641899999998,1159.6780939999999,3,4,5,4,3,3,4,4
564,1,43,54674.22,Male,No,9.311560352999999,14,3,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,No,No,No,Yes,Mailed Check,1.3750131890000001,134.950905,338.2592053999999,2,3,3,4,4,2,2,3
565,4,61,16706.02,Male,No,11.13291822,9,1,1,No,One year,No,No,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),1.387575524,127.44206899999999,851.811469,3,2,4,2,4,3,4,5
566,0,38,31980.81,Female,No,12.236238,11,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,2.6856774960000003,184.97845800000002,669.0040793,4,2,4,3,3,2,4,3
567,4,28,41955.27,Female,No,12.03070714,9,4,0,No,One year,Yes,Yes,None,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,5.511437756,137.46838799999998,910.210446,4,4,3,3,2,5,5,3
568,0,84,57107.43,Female,Yes,5.33893117,10,1,2,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Mailed Check,16.58244758,182.443347,1981.9541329999997,3,4,3,5,3,2,3,4
569,0,22,6769.7,Female,Yes,15.39425705,13,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,14.17620441,172.487091,1695.851887,3,3,3,4,5,5,2,5
570,1,34,65191.79,Male,No,7.879092117000001,12,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),10.81527088,162.500692,1305.953642,4,4,4,3,6,4,3,4
571,0,28,35947.74,Male,No,7.006566847999999,14,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,20.01892414,137.439154,1950.8868969999999,3,2,3,5,2,3,4,3
572,6,83,23022.97,Male,Yes,10.9783735,17,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Credit Card (automatic),6.956508263,220.11486800000003,1631.872719,3,3,3,2,4,3,2,4
573,0,86,33529.19,Male,Yes,9.023888498,16,2,1,No,Month-to-month,Yes,No,None,No,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,8.274610767,159.99424199999999,954.6181316,5,4,4,4,4,4,3,3
574,3,79,73378.99,Male,Yes,6.5997425860000005,18,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,6.786723844,159.964152,957.753476,3,4,3,1,6,3,1,2
575,1,56,3504.7,Male,Yes,8.863330522,8,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),3.6058888239999995,275.133571,1057.571757,4,3,3,3,3,4,3,4
576,0,47,20125.41,Female,No,8.842692082000001,11,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),10.19243185,194.95811799999998,1277.521575,3,3,3,6,2,5,5,5
577,1,84,25807.14,Female,No,8.832305481,16,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Mailed Check,3.998433243,124.97808,327.66225330000003,5,5,5,5,3,4,4,6
578,8,35,21801.03,Male,No,12.47810556,9,0,1,No,One year,No,No,DSL,No,No,No,No,No,No,No,No,No,Credit Card (automatic),4.964368923,92.455141,1193.589255,5,5,5,4,2,4,5,7
579,4,26,15518.51,Male,No,9.877572075,7,1,2,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),5.884557067,229.993134,1252.1557710000002,5,5,4,4,3,5,5,4
580,0,41,10299.94,Female,No,6.048302665,13,0,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),1.0846561129999999,147.478341,261.1185652,3,3,2,4,2,3,4,3
581,2,50,30944.95,Female,Yes,11.62322378,14,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),7.21126107,179.947583,879.6579171,3,3,3,3,4,3,4,4
582,1,34,80906.28,Male,No,17.23011599,11,2,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),2.140387928,175.006206,1080.597617,4,4,3,3,4,3,2,3
583,1,22,39281.35,Male,No,14.68014234,12,0,0,No,Two Year,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,7.931439645,204.963371,1262.007891,4,4,4,5,3,3,4,4
584,0,55,14536.31,Male,No,13.12045068,10,2,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),14.08939653,210.12704,1713.178075,3,5,3,3,3,3,3,2
585,6,80,43044.31,Male,No,7.173629507,8,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,9.232644617,184.967019,1264.7605740000001,4,4,4,5,3,4,4,3
586,1,85,19373.31,Female,Yes,13.25882319,15,0,1,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,6.951491551,200.118516,1356.299478,4,3,1,4,3,4,5,3
587,0,58,46426.0,Female,No,9.408080299,15,2,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),3.137169138,114.96578899999999,386.0863102,5,4,5,2,5,3,3,4
588,4,37,24903.99,Female,Yes,6.860771245,5,0,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,11.85998919,134.98013899999998,1299.0662140000002,4,4,5,3,5,3,3,5
589,3,71,82554.24,Female,No,4.12236456,18,1,0,No,One year,No,No,None,Yes,No,No,No,No,Yes,No,No,No,Mailed Check,3.113737885,92.488023,278.5411418,3,3,3,2,5,3,3,3
590,0,63,48163.8,Male,No,13.08013867,10,1,0,Yes,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Bank Transfer(automatic),4.985175451,137.48359399999998,1014.311651,4,3,3,4,3,4,5,4
591,0,47,25331.3,Female,Yes,8.194610203,7,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,11.41238102,137.48359399999998,1511.1151949999999,3,4,3,2,4,6,3,4
592,2,80,25898.52,Male,Yes,10.98987178,10,0,3,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,15.37990405,207.638588,1795.270512,2,3,2,3,4,2,1,3
593,3,26,2374.22,Female,No,11.91761523,13,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,3.775528995,114.972827,551.1855922,3,4,4,4,5,2,3,5
594,3,28,88915.15,Female,Yes,7.344740595,13,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,5.30268427,207.609354,1051.833922,2,2,4,5,3,4,4,2
595,4,38,21168.49,Male,Yes,7.325364652999999,18,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,2.843930975,134.950905,567.3663629,3,4,3,4,3,4,3,2
596,2,79,74026.91,Female,Yes,8.200222508,15,1,1,Yes,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),13.70230727,240.11486800000003,1614.036609,3,4,3,3,3,3,5,4
